vendorId,productId,Product Owner,Vendor Title,Warehouse Availability,Product Category,Product Title,Inventory,Re-Order_Point,Quantity to Send (15 working days),State,#Shipment in Progress,Warehouse Name,City
a12a57c0-4506-4186-98fa-70c1552a268b,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,تپسی گاراژ (تهران),211.0,Bestseller,لاستیک بارز 185/65 R14,71.0,26.0,102.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
a12a57c0-4506-4186-98fa-70c1552a268b,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,تپسی گاراژ (تهران),54.0,Bestseller,لاستیک بارز 165/65 R13,22.0,17.0,62.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
76fa291e-49c0-4119-a690-65d34a7900d5,e1d0ef3d-0c9f-48d4-94b7-7b33663cdf54,Marketplace,تعویض روغنی محمود(منطقه 12-خیابان مازندران),-,Bestseller,پک بهران سوپر پیشتاز (20W50 -SL 4L) + فیلتر روغن و هوا مناسب پژو 405 و سمند,123.0,13.0,58.0,🟩Inventory Level is Ok,-,-,تهران
e5b6b784-501a-49f1-8974-4a93ac63b3f9,e1d0ef3d-0c9f-48d4-94b7-7b33663cdf54,Marketplace,تعویض روغن حمید(منطقه 19-نعمت آباد),-,Bestseller,پک بهران سوپر پیشتاز (20W50 -SL 4L) + فیلتر روغن و هوا مناسب پژو 405 و سمند,89.0,11.0,44.0,🟩Inventory Level is Ok,-,-,تهران
dbd68404-2165-42d6-be83-0b5de071c8ef,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,خدمات لاستیک فرزاد (رشت - مسکن مهر),211.0,Bestseller,لاستیک بارز 185/65 R14,6.0,8.0,38.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,رشت
3ff08e59-e3ca-4e2a-982e-504c4e2a366d,e1d0ef3d-0c9f-48d4-94b7-7b33663cdf54,Marketplace,اتوسرویس فدایی (منطقه 16 - چهارراه علی آباد),-,Bestseller,پک بهران سوپر پیشتاز (20W50 -SL 4L) + فیلتر روغن و هوا مناسب پژو 405 و سمند,23.0,9.0,38.0,🟩Inventory Level is Ok,-,-,تهران
405831a7-a8a5-45e7-9975-ea0f709852ef,3aaefb4c-e88f-4557-b723-79d9d71eba62,Retail,رینگ و لاستیک اسدی (مشهد-کوهسنگی),434.0,Bestseller,لاستیک بارز 185/65 R15,5.0,8.0,35.0,🟥Supply Needed,-,مرکز عملیات-مشهد,مشهد
c41035a0-a8db-4aba-b999-4523805a9b7e,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,رینگ و لاستیک ساعدی(اهواز -بلوار اکباتان),46.0,Bestseller,لاستیک بارز 165/65 R13,0.0,11.0,34.0,🟥Supply Needed,-,مرکز عملیات-اصفهان,اهواز
1afdc735-7390-4e67-85e8-182dc91e585b,3721d8e6-a2f5-4fc6-ace1-601ecbfb2e85,Retail,اتوسرویس جهان (شیراز - جاده صدرا),12.0,Bestseller,بهران سوپر پیشتاز  (SL 20W50)  4 لیتری پلاستیکی,2.0,6.0,34.0,🟥Supply Needed,-,مرکز عملیات-اصفهان,شیراز
d6110f39-c229-4eef-be6e-52866d2bbe30,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتو سرویس عبدی (منطقه 18 - خلیج فارس),211.0,Bestseller,لاستیک بارز 185/65 R14,0.0,12.0,34.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
8407a498-b35b-424c-9c00-b20b36a1873a,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتوسرویس امین(اهواز -شهرک دانشگاه),708.0,Bestseller,لاستیک بارز 185/65 R14,8.0,8.0,34.0,🟥Supply Needed,-,مرکز عملیات-اصفهان,اهواز
0c7442b3-09b9-4d93-a9cc-784348b8e704,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اسپرت تایر رضایی (منطقه 17 -  فلاح),211.0,Bestseller,لاستیک بارز 185/65 R14,2.0,9.0,34.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
029f96df-4cf8-4f23-b1e5-7836c6d251ab,5b89b467-de27-4ce0-acd9-094cf26be6e4,Marketplace,اتو سرویس مدرن(منطقه 3-کاووسیه),-,Bestseller,پک بهران سوپر پیشتاز( SL 10W40) 4L فیلتر روغن و هوا مناسب پژو207و206 TU5،سمند و دنا EF7,4.0,8.0,34.0,🟥Supply Needed,-,-,تهران
ef0b084c-468a-4860-85e3-a3dbe8d60812,b75e504a-fabb-44db-a197-3a86a67fa964,Marketplace,تاپ سرویس پدال(منطقه 4-تهرانپارس),-,Bestseller,پک ایرانول 16000 (20W50 - SL 4L) + فیلترروغن و هوا مناسب پژو405،سمند 1800,0.0,7.0,34.0,🟥Supply Needed,-,-,تهران
60bf3b42-32bf-41d6-89a9-cf4fd6b53f3b,489aace2-4884-42e2-b4a0-66bd6d74df26,Marketplace,مرکز تخصصی دنیای روغن (دیجی اویلکا)(اصفهان-ملک شهر),0.0,Bestseller,فلومکس مگاتک اکو (SL 20W50) 4 لیتری پلاستیکی,38.0,6.0,34.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,اصفهان
433bdf0a-5e6a-428a-8a9b-5fe42dbce458,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,مجتمع خودرویی تشریفات (منطقه 20 - شهرری),211.0,Bestseller,لاستیک بارز 185/65 R14,11.0,9.0,34.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
a12a57c0-4506-4186-98fa-70c1552a268b,1653871a-79de-46d2-bea7-86db3200a63f,Retail,تپسی گاراژ (تهران),2993.0,Bestseller,لاستیک بارز 175/70 R13,29.0,8.0,34.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
a12a57c0-4506-4186-98fa-70c1552a268b,3aaefb4c-e88f-4557-b723-79d9d71eba62,Retail,تپسی گاراژ (تهران),259.0,Bestseller,لاستیک بارز 185/65 R15,92.0,11.0,34.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
d6110f39-c229-4eef-be6e-52866d2bbe30,9245a172-8a1c-4719-80ce-3fd6360656ad,Marketplace,اتو سرویس عبدی (منطقه 18 - خلیج فارس),-,Regular & Fairly Stable,پک ایرانول 12000 مکس(20w50 -sj 4L) +فیلتر روغن و هوا مناسب پراید,18.0,8.0,34.0,🟩Inventory Level is Ok,-,-,تهران
bade64f0-1155-40a4-9af9-58db1d3a35b5,b75e504a-fabb-44db-a197-3a86a67fa964,Marketplace,اتوسرویس  امیرسالار (منطقه 4 - خیابان زهدی),-,Bestseller,پک ایرانول 16000 (20W50 - SL 4L) + فیلترروغن و هوا مناسب پژو405،سمند 1800,17.0,8.0,34.0,🟩Inventory Level is Ok,-,-,تهران
7506357c-c2c8-4e69-b766-500264c5517f,b75e504a-fabb-44db-a197-3a86a67fa964,Marketplace,اتوسرویس انور (رباط کریم),-,Bestseller,پک ایرانول 16000 (20W50 - SL 4L) + فیلترروغن و هوا مناسب پژو405،سمند 1800,16.0,8.0,34.0,🟩Inventory Level is Ok,-,-,تهران
4f3ad86d-157a-4319-98f4-b4caae663afa,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتو سرویس اطمینان (شهرقدس - عوارضی),211.0,Bestseller,لاستیک بارز 185/65 R14,1.0,7.0,33.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
98a8b434-4fb4-4a7e-b513-12150c0f49ae,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتو سرویس یاران(منطقه 7-تهران نو),211.0,Bestseller,لاستیک بارز 185/65 R14,0.0,8.0,33.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
4f46eb69-c1b6-4418-8030-aeb00ec61dd2,3aaefb4c-e88f-4557-b723-79d9d71eba62,Retail,رینگ و لاستیک مصطفی ( منطقه 21 - چیتگر شمالی),259.0,Bestseller,لاستیک بارز 185/65 R15,30.0,7.0,33.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
3ff08e59-e3ca-4e2a-982e-504c4e2a366d,07951d53-8e4a-441a-b119-a418f89dee44,Marketplace,اتوسرویس فدایی (منطقه 16 - چهارراه علی آباد),-,Bestseller,پک بهران  پیشتاز (10W40 - SJ 3.5 L) + فیلتر روغن و هوا مناسب تیبا، ساینا کوییک,20.0,7.0,32.0,🟩Inventory Level is Ok,-,-,تهران
dea6829e-cede-4832-925e-b632df504414,1653871a-79de-46d2-bea7-86db3200a63f,Retail,رینگ و لاستیک محمد(منطقه19 - شهرک شریعتی),2993.0,Bestseller,لاستیک بارز 175/70 R13,29.0,9.0,32.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
a12a57c0-4506-4186-98fa-70c1552a268b,a1fc940d-cacc-4b90-bc7d-2a07d1b521fa,Retail,تپسی گاراژ (تهران),0.0,Bestseller,لاستیک کویر 165/65 R13,17.0,8.0,32.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
76fa291e-49c0-4119-a690-65d34a7900d5,bbf5f672-80e7-4347-a315-21c9c1f5bfcd,Marketplace,تعویض روغنی محمود(منطقه 12-خیابان مازندران),-,Bestseller,پک بهران رانا (20W50 - SM 4L) + فیلتر  روغن و هوا مناسب پژو405،سمند,251.0,9.0,32.0,🟩Inventory Level is Ok,-,-,تهران
85b39838-dd8e-4cfd-aa8d-18fb5c4ebd4e,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,اتو سرویس فرجی (شهریار - اندیشه فاز یک),54.0,Bestseller,لاستیک بارز 165/65 R13,4.0,6.0,31.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
a9c8b898-65fb-4780-9932-f338ae6d13ce,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتو سرویس سید(منطقه4 - هروی),211.0,Bestseller,لاستیک بارز 185/65 R14,0.0,5.0,31.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
dea6829e-cede-4832-925e-b632df504414,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,رینگ و لاستیک محمد(منطقه19 - شهرک شریعتی),211.0,Bestseller,لاستیک بارز 185/65 R14,21.0,11.0,31.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
30a3d997-f982-4026-8136-142e656e4b6e,13177f14-88b1-4a3a-872a-5dd891f91131,Retail,کلینیک خودرویی سورن (شیراز - احمد ابن موسی),26.0,Bestseller,لاستیک بارز 205/60 R14,20.0,5.0,31.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,شیراز
77985993-dfea-45da-be4a-033fe36d676f,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتوسرویس نعمت نفتی(رودهن - خیابان امامت),211.0,Bestseller,لاستیک بارز 185/65 R14,4.0,6.0,30.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
810af498-b8be-4cf3-b725-bb304565f7f8,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتوسرویس نینجا (کرج -بلوار حداد),211.0,Bestseller,لاستیک بارز 185/65 R14,6.0,6.0,30.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,کرج
ea701c40-074a-4fc4-9ff0-6a766003b391,07951d53-8e4a-441a-b119-a418f89dee44,Marketplace,تعویض روغنی حسین (اهواز - امنیت),-,Bestseller,پک بهران  پیشتاز (10W40 - SJ 3.5 L) + فیلتر روغن و هوا مناسب تیبا، ساینا کوییک,7.0,6.0,30.0,🟩Inventory Level is Ok,-,-,اهواز
d805878e-db51-4d0a-9131-571ef56ff615,1653871a-79de-46d2-bea7-86db3200a63f,Retail,اتوسرویس سعید (شیراز - سه راه دارالرحمه),3281.0,Bestseller,لاستیک بارز 175/70 R13,11.0,6.0,30.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,شیراز
e14eb6e3-1f68-404a-b10d-2e4c3f823638,1653871a-79de-46d2-bea7-86db3200a63f,Retail,اتوسرویس دنیا(منطقه 20 - شهرری),2993.0,Bestseller,لاستیک بارز 175/70 R13,27.0,7.0,30.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
d0211974-159c-4f1e-aea8-e494eaf6eb83,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,اتوسرویس شهر (قم- یادگار امام),54.0,Bestseller,لاستیک بارز 165/65 R13,1.0,7.0,29.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,قم
029f96df-4cf8-4f23-b1e5-7836c6d251ab,6a6ad41a-e6be-474e-ac8e-4bc55c4d911d,Marketplace,اتو سرویس مدرن(منطقه 3-کاووسیه),-,Bestseller,پک بهران رانا (10W40 - SM 4L) + فیلتر روغن و هوا مناسب پژو207 و206 تیپ5 ،سمند EF7، دنا,0.0,6.0,29.0,🟥Supply Needed,-,-,تهران
e1391d88-1c82-43ac-a873-241a68d176ba,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتو سرویس 92 (خلیج فارس - منطقه 18),211.0,Bestseller,لاستیک بارز 185/65 R14,0.0,8.0,29.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
789731a2-7c23-4cc9-87c9-c86981f68b3c,13177f14-88b1-4a3a-872a-5dd891f91131,Retail,اتوسرویس محمدی (منطقه 20 - شهر ری),48.0,Bestseller,لاستیک بارز 205/60 R14,29.0,7.0,29.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
4f3ad86d-157a-4319-98f4-b4caae663afa,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,اتو سرویس اطمینان (شهرقدس - عوارضی),54.0,Bestseller,لاستیک بارز 165/65 R13,7.0,6.0,29.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
0d21cbe0-e282-44a0-8247-01bcf319fccc,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,اتوسرویس غرب (منطقه 2 - فرحزادی),54.0,Bestseller,لاستیک بارز 165/65 R13,4.0,6.0,28.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
1c073f17-adf5-40f2-8d88-8341294d6427,bbf5f672-80e7-4347-a315-21c9c1f5bfcd,Marketplace,اتوسرویس نوین(کرج-گلشهر),-,Bestseller,پک بهران رانا (20W50 - SM 4L) + فیلتر  روغن و هوا مناسب پژو405،سمند,5.0,8.0,28.0,🟥Supply Needed,-,-,کرج
a72c4fe7-e9cf-4864-b2ef-86874b54728f,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,لاستیک محسن (اندیشه فاز 3 - خیابان صنایع),54.0,Bestseller,لاستیک بارز 165/65 R13,6.0,8.0,28.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
a702cf87-2fd8-44da-8447-a40e0544499b,13177f14-88b1-4a3a-872a-5dd891f91131,Retail,فروشگاه لاستیک و آپاراتی مجتبی (شیراز - جاده صدرا),26.0,Bestseller,لاستیک بارز 205/60 R14,18.0,6.0,27.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,شیراز
dd3290dc-5c71-4dbd-b710-a302fd41c6b4,3ffd6800-bc2e-41d7-87c3-7289f498fd7c,Marketplace,اتوسرویس موتوسل (اصفهان-جی),-,Bestseller, پک یوروپیوم اسپیدی  (10W40 - SJ 3.5L) + فیلترروغن و هوا   مناسب پراید,58.0,5.0,26.0,🟩Inventory Level is Ok,-,-,اصفهان
219ddfd5-fccd-4b48-9063-df36724c09d2,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,چکاپ تایر ایمان(اهواز-باغ شیخ),708.0,Bestseller,لاستیک بارز 185/65 R14,97.0,6.0,26.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,اهواز
68edbbb9-edf7-4e1f-b93a-c96135a09a2f,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,فروشگاه لاستیک موسوی (شیراز - بلوار زینبیه),708.0,Bestseller,لاستیک بارز 185/65 R14,37.0,9.0,26.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,شیراز
6ddce586-c28c-4127-a1ec-04fdeb72cd6f,b75e504a-fabb-44db-a197-3a86a67fa964,Marketplace,اتوسرویس دایی امیر (منطقه 4 - میدان تختی),-,Bestseller,پک ایرانول 16000 (20W50 - SL 4L) + فیلترروغن و هوا مناسب پژو405،سمند 1800,8.0,5.0,26.0,🟩Inventory Level is Ok,-,-,تهران
805ea196-a5f7-4a6f-ad66-31203e95facd,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,لاستیک فروشی مصطفی (اهواز - انقلاب),46.0,Bestseller,لاستیک بارز 165/65 R13,83.0,10.0,26.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,اهواز
4ae53c0d-58b1-4eef-ba32-3c7fe71fe53a,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,رینگ و لاستیک چگینی(کرج  - حصارک),211.0,Bestseller,لاستیک بارز 185/65 R14,8.0,7.0,25.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,کرج
f3d3716b-3aa2-4ed9-9f54-6db740515bc0,13177f14-88b1-4a3a-872a-5dd891f91131,Retail,خدمات اتومبیل دوستان(منطقه 21 - تهرانسر),48.0,Bestseller,لاستیک بارز 205/60 R14,7.0,5.0,25.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
368e5959-5cf8-401a-980a-3d3a5bc85859,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتوسرویس احمدی (کرج - استاندارد ),211.0,Bestseller,لاستیک بارز 185/65 R14,18.0,7.0,25.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,کرج
9794b0e2-97c3-40ad-b0af-7a9db5976a98,a57aa90a-94bf-4f86-8fcd-adf5a9d6ddf6,Retail,اتو سرویس مجید (منطقه5 - سردار جنگل),2736.0,Bestseller,بهران سوپر پیشتاز(SL 10W40) 4 لیتری پلاستیکی,14.0,5.0,25.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
a702cf87-2fd8-44da-8447-a40e0544499b,1653871a-79de-46d2-bea7-86db3200a63f,Retail,فروشگاه لاستیک و آپاراتی مجتبی (شیراز - جاده صدرا),3281.0,Bestseller,لاستیک بارز 175/70 R13,75.0,4.0,25.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,شیراز
1c073f17-adf5-40f2-8d88-8341294d6427,5e73a5f3-770c-4cdd-a04e-f82a2099f321,Marketplace,اتوسرویس نوین(کرج-گلشهر),-,Bestseller,پک بهران رانا (20W50 - SM 4L) + فیلتر روغن و هوا مناسب پراید,10.0,5.0,25.0,🟩Inventory Level is Ok,-,-,کرج
6ddce586-c28c-4127-a1ec-04fdeb72cd6f,bbf5f672-80e7-4347-a315-21c9c1f5bfcd,Marketplace,اتوسرویس دایی امیر (منطقه 4 - میدان تختی),-,Bestseller,پک بهران رانا (20W50 - SM 4L) + فیلتر  روغن و هوا مناسب پژو405،سمند,20.0,9.0,25.0,🟩Inventory Level is Ok,-,-,تهران
029f96df-4cf8-4f23-b1e5-7836c6d251ab,3ffd6800-bc2e-41d7-87c3-7289f498fd7c,Marketplace,اتو سرویس مدرن(منطقه 3-کاووسیه),-,Bestseller, پک یوروپیوم اسپیدی  (10W40 - SJ 3.5L) + فیلترروغن و هوا   مناسب پراید,9.0,5.0,25.0,🟩Inventory Level is Ok,-,-,تهران
c242e582-921d-4a75-a8e1-9fa10d816a10,ec9c25e1-f5e9-4cab-927d-ec3d062e86af,Retail,اتوسرویس امین تایر (منطقه 2 - ستارخان),17.0,Bestseller,لاستیک بارز 175/60 R13,30.0,5.0,24.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
972e5e85-7e97-446c-979e-98d8d5fba3f7,1653871a-79de-46d2-bea7-86db3200a63f,Retail,اتوسرویس ایلیا (اصفهان - بعثت),3281.0,Bestseller,لاستیک بارز 175/70 R13,6.0,4.0,24.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,اصفهان
26d18465-c48d-4b28-a93d-26b8a3f037a0,13177f14-88b1-4a3a-872a-5dd891f91131,Retail,لاستیک ابراهیم زاده ( تبریز - رسالت ),48.0,Bestseller,لاستیک بارز 205/60 R14,9.0,6.0,24.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تبریز
dd3290dc-5c71-4dbd-b710-a302fd41c6b4,de67f06c-ea91-4e74-8bb0-2f9d280277f6,Retail,اتوسرویس موتوسل (اصفهان-جی),0.0,Bestseller,ایرانول16000 مکس (SL 20W50) 4 لیتری فلزی,5.0,4.0,24.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,اصفهان
0c7442b3-09b9-4d93-a9cc-784348b8e704,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,اسپرت تایر رضایی (منطقه 17 -  فلاح),54.0,Bestseller,لاستیک بارز 165/65 R13,9.0,10.0,23.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
9859676f-a0c4-480f-86dc-7746ba2c8fa0,bbf5f672-80e7-4347-a315-21c9c1f5bfcd,Marketplace,کوئیک سرویس یگانه  (منطقه 10  بریانک),-,Bestseller,پک بهران رانا (20W50 - SM 4L) + فیلتر  روغن و هوا مناسب پژو405،سمند,1.0,18.0,23.0,🟥Supply Needed,-,-,تهران
93a3a57c-9ec5-428f-919c-2cfbc6f5e0b6,58cb2405-bd6b-492f-a360-f908d40929c1,Marketplace,اتو سرویس کارتیک(منطقه 4-خیابان رسالت),0.0,Regular & Fairly Stable,لاستیک یزد تایر 185/60 R14,8.0,6.0,23.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
93a3a57c-9ec5-428f-919c-2cfbc6f5e0b6,61a1938b-dcb2-4e8e-9a03-9d9d8d0a3656,Marketplace,اتو سرویس کارتیک(منطقه 4-خیابان رسالت),0.0,Regular & Fairly Stable,لاستیک یزد تایر 185/65 R14,8.0,5.0,23.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
b4d00e70-8345-4549-bcb8-9e40bfa99faf,ec9c25e1-f5e9-4cab-927d-ec3d062e86af,Retail,لاستیک پیمان (مشهد_بلوار پیروزی),214.0,Bestseller,لاستیک بارز 175/60 R13,27.0,6.0,23.0,🟩Inventory Level is Ok,-,مرکز عملیات-مشهد,مشهد
5593ac91-b53c-413c-826c-4b819b19559c,3aaefb4c-e88f-4557-b723-79d9d71eba62,Retail,تاپ سرویس مهرزاد (اصفهان - هدایت),435.0,Bestseller,لاستیک بارز 185/65 R15,23.0,4.0,23.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,اصفهان
c41035a0-a8db-4aba-b999-4523805a9b7e,3aaefb4c-e88f-4557-b723-79d9d71eba62,Retail,رینگ و لاستیک ساعدی(اهواز -بلوار اکباتان),435.0,Bestseller,لاستیک بارز 185/65 R15,20.0,5.0,23.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,اهواز
218c328a-1fff-4edf-ab23-3b796838c1a1,ec9c25e1-f5e9-4cab-927d-ec3d062e86af,Retail,لاستیک پاسارگاد(منطقه 15-مسعودیه),17.0,Bestseller,لاستیک بارز 175/60 R13,4.0,3.0,23.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
0d6bd468-0573-4dd5-9f71-076be8844dcd,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتو سرویس مهران (منطقه 8-نارمک),211.0,Bestseller,لاستیک بارز 185/65 R14,0.0,6.0,22.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,تهران
3ff08e59-e3ca-4e2a-982e-504c4e2a366d,24839ea4-e731-48f5-8e99-55cd7a5d1c96,Marketplace,اتوسرویس فدایی (منطقه 16 - چهارراه علی آباد),-,Bestseller,پک بهران  پیشتاز (10W40 - SJ 3.5 L) + فیلتر روغن و هوا پراید ,21.0,5.0,22.0,🟩Inventory Level is Ok,-,-,تهران
38562ca4-a185-4adf-b21c-58ce8280751a,3a2560d8-d89d-4296-bbf0-f54e61461055,Retail,تعویض روغن علیرضا (رشت - امام علی),0.0,Bestseller,یوروپیوم اسپیدی (SJ 10W40) 3.5 لیتری پلاستیکی,12.0,4.0,22.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,رشت
0e9994ab-bafd-4c98-8ca2-1a807d177859,30445ee6-6feb-4168-a4c1-29c6a4d6dc85,Retail,اتو سرویس عرشیا(شهریار - رزکان),211.0,Bestseller,لاستیک بارز 185/65 R14,12.0,5.0,22.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
219ddfd5-fccd-4b48-9063-df36724c09d2,3aaefb4c-e88f-4557-b723-79d9d71eba62,Retail,چکاپ تایر ایمان(اهواز-باغ شیخ),435.0,Bestseller,لاستیک بارز 185/65 R15,52.0,6.0,22.0,🟩Inventory Level is Ok,-,مرکز عملیات-اصفهان,اهواز
8ce4f3dc-c5f2-49a0-b858-032e9aff6742,a57aa90a-94bf-4f86-8fcd-adf5a9d6ddf6,Retail,تاپ سرویس عقبائی (اندیشه - بلوار مدرس),2736.0,Bestseller,بهران سوپر پیشتاز(SL 10W40) 4 لیتری پلاستیکی,7.0,3.0,22.0,🟩Inventory Level is Ok,6.0,مرکز عملیات-کهریزک,تهران
8f80dbb0-c8f4-44ec-998d-9d27f39649f8,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,اتو سرویس حامد (فردیس - میدان سپاه),54.0,Bestseller,لاستیک بارز 165/65 R13,0.0,7.0,21.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,کرج
8f80dbb0-c8f4-44ec-998d-9d27f39649f8,ec9c25e1-f5e9-4cab-927d-ec3d062e86af,Retail,اتو سرویس حامد (فردیس - میدان سپاه),17.0,Bestseller,لاستیک بارز 175/60 R13,4.0,6.0,21.0,🟥Supply Needed,-,مرکز عملیات-کهریزک,کرج
ef0b084c-468a-4860-85e3-a3dbe8d60812,6a6ad41a-e6be-474e-ac8e-4bc55c4d911d,Marketplace,تاپ سرویس پدال(منطقه 4-تهرانپارس),-,Bestseller,پک بهران رانا (10W40 - SM 4L) + فیلتر روغن و هوا مناسب پژو207 و206 تیپ5 ،سمند EF7، دنا,4.0,5.0,21.0,🟥Supply Needed,-,-,تهران
a12a57c0-4506-4186-98fa-70c1552a268b,ec9c25e1-f5e9-4cab-927d-ec3d062e86af,Retail,تپسی گاراژ (تهران),17.0,Bestseller,لاستیک بارز 175/60 R13,39.0,7.0,21.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
0d6bd468-0573-4dd5-9f71-076be8844dcd,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,اتو سرویس مهران (منطقه 8-نارمک),54.0,Bestseller,لاستیک بارز 165/65 R13,7.0,4.0,21.0,🟩Inventory Level is Ok,-,مرکز عملیات-کهریزک,تهران
76fa291e-49c0-4119-a690-65d34a7900d5,5b89b467-de27-4ce0-acd9-094cf26be6e4,Marketplace,تعویض روغنی محمود(منطقه 12-خیابان مازندران),-,Bestseller,پک بهران سوپر پیشتاز( SL 10W40) 4L فیلتر روغن و هوا مناسب پژو207و206 TU5،سمند و دنا EF7,81.0,6.0,21.0,🟩Inventory Level is Ok,-,-,تهران
405831a7-a8a5-45e7-9975-ea0f709852ef,61b1e4ce-32c5-4ec5-b8ef-0917650eb77a,Retail,رینگ و لاستیک اسدی (مشهد-کوهسنگی),83.0,Bestseller,لاستیک بارز 165/65 R13,10.0,7.0,21.0,🟩Inventory Level is Ok,-,مرکز عملیات-مشهد,مشهد
